PROCNUM,TABLENO,DMAGE,DMRACE,DMGNDR,DMBMI,DMRISK,VARIABLE,_C1,_C2,_C3,_C4,_C5,NSUM,WSUM,PERCENT
3,1,0,0,Male,Overwweight,At risk,1,0,0,1,1,1,0,0.00,
3,1,0,0,Male,Overwweight,Not at risk,1,0,0,1,1,1,345,8194071.11,0.00
3,1,0,0,Male,Overwweight,Unknown,1,0,0,1,1,1,0,0.00,
3,1,0,0,Male,Healthy,0,1,0,0,1,1,0,1481,28564149.9,0.06
3,1,0,0,Male,Healthy,At risk,1,0,0,1,1,1,0,0.00,
3,1,0,0,Male,Healthy,Not at risk,1,0,0,1,1,1,1481,28564149.9,0.06
3,1,0,0,Male,Healthy,Unknown,1,0,0,1,1,1,0,0.00,
3,1,0,0,Male,Unknown,0,1,0,0,1,1,0,0,0.00,
3,1,0,0,Male,Unknown,At risk,1,0,0,1,1,1,0,0.00,
3,1,0,0,Male,Unknown,Not at risk,1,0,0,1,1,1,0,0.00,
3,1,0,0,Male,Unknown,Unknown,1,0,0,1,1,1,0,0.00,
3,1,0,0,Female,0,0,1,0,0,1,0,0,3296,92127017.4,1.72
3,1,0,0,Female,0,At risk,1,0,0,1,0,1,1098,45342337.8,3.07
3,1,0,0,Female,0,Not at risk,1,0,0,1,0,1,2198,46784679.7,0.41
3,1,0,0,Female,0,Unknown,1,0,0,1,0,1,0,0.00,
3,1,0,0,Female,Obese,0,1,0,0,1,1,0,1531,57009864.6,2.61
3,1,0,0,Female,Obese,At risk,1,0,0,1,1,1,1098,45342337.8,3.07
3,1,0,0,Female,Obese,Not at risk,1,0,0,1,1,1,433,11667526.9,0.80
3,1,0,0,Female,Obese,Unknown,1,0,0,1,1,1,0,0.00,
3,1,0,0,Female,Overwweight,0,1,0,0,1,1,0,311,7976259.28,1.23
3,1,0,0,Female,Overwweight,At risk,1,0,0,1,1,1,0,0.00,
3,1,0,0,Female,Overwweight,Not at risk,1,0,0,1,1,1,311,7976259.28,1.23
3,1,0,0,Female,Overwweight,Unknown,1,0,0,1,1,1,0,0.00,
3,1,0,0,Female,Healthy,0,1,0,0,1,1,0,1454,27140893.5,0.00
3,1,0,0,Female,Healthy,At risk,1,0,0,1,1,1,0,0.00,
3,1,0,0,Female,Healthy,Not at risk,1,0,0,1,1,1,1454,27140893.5,0.00
3,1,0,0,Female,Healthy,Unknown,1,0,0,1,1,1,0,0.00,
3,1,0,0,Female,Unknown,0,1,0,0,1,1,0,0,0.00,
3,1,0,0,Female,Unknown,At risk,1,0,0,1,1,1,0,0.00,
3,1,0,0,Female,Unknown,Not at risk,1,0,0,1,1,1,0,0.00,
3,1,0,0,Female,Unknown,Unknown,1,0,0,1,1,1,0,0.00,
3,1,0,0,Other,0,0,1,0,0,1,0,0,0,0.00,
3,1,0,0,Other,0,At risk,1,0,0,1,0,1,0,0.00,
3,1,0,0,Other,0,Not at risk,1,0,0,1,0,1,0,0.00,
3,1,0,0,Other,0,Unknown,1,0,0,1,0,1,0,0.00,
3,1,0,0,Other,Obese,0,1,0,0,1,1,0,0,0.00,
3,1,0,0,Other,Obese,At risk,1,0,0,1,1,1,0,0.00,
3,1,0,0,Other,Obese,Not at risk,1,0,0,1,1,1,0,0.00,
3,1,0,0,Other,Obese,Unknown,1,0,0,1,1,1,0,0.00,
3,1,0,0,Other,Overwweight,0,1,0,0,1,1,0,0,0.00,
3,1,0,0,Other,Overwweight,At risk,1,0,0,1,1,1,0,0.00,
3,1,0,0,Other,Overwweight,Not at risk,1,0,0,1,1,1,0,0.00,
3,1,0,0,Other,Overwweight,Unknown,1,0,0,1,1,1,0,0.00,
3,1,0,0,Other,Healthy,0,1,0,0,1,1,0,0,0.00,
3,1,0,0,Other,Healthy,At risk,1,0,0,1,1,1,0,0.00,
3,1,0,0,Other,Healthy,Not at risk,1,0,0,1,1,1,0,0.00,
3,1,0,0,Other,Healthy,Unknown,1,0,0,1,1,1,0,0.00,
3,1,0,0,Other,Unknown,0,1,0,0,1,1,0,0,0.00,
3,1,0,0,Other,Unknown,At risk,1,0,0,1,1,1,0,0.00,
3,1,0,0,Other,Unknown,Not at risk,1,0,0,1,1,1,0,0.00,
3,1,0,0,Other,Unknown,Unknown,1,0,0,1,1,1,0,0.00,
3,1,0,0,Unknown,0,0,1,0,0,1,0,0,0,0.00,
3,1,0,0,Unknown,0,At risk,1,0,0,1,0,1,0,0.00,
3,1,0,0,Unknown,0,Not at risk,1,0,0,1,0,1,0,0.00,
3,1,0,0,Unknown,0,Unknown,1,0,0,1,0,1,0,0.00,
3,1,0,0,Unknown,Obese,0,1,0,0,1,1,0,0,0.00,
3,1,0,0,Unknown,Obese,At risk,1,0,0,1,1,1,0,0.00,
3,1,0,0,Unknown,Obese,Not at risk,1,0,0,1,1,1,0,0.00,
3,1,0,0,Unknown,Obese,Unknown,1,0,0,1,1,1,0,0.00,
3,1,0,0,Unknown,Overwweight,0,1,0,0,1,1,0,0,0.00,
3,1,0,0,Unknown,Overwweight,At risk,1,0,0,1,1,1,0,0.00,
3,1,0,0,Unknown,Overwweight,Not at risk,1,0,0,1,1,1,0,0.00,
3,1,0,0,Unknown,Overwweight,Unknown,1,0,0,1,1,1,0,0.00,
3,1,0,0,Unknown,Healthy,0,1,0,0,1,1,0,0,0.00,
3,1,0,0,Unknown,Healthy,At risk,1,0,0,1,1,1,0,0.00,
3,1,0,0,Unknown,Healthy,Not at risk,1,0,0,1,1,1,0,0.00,
3,1,0,0,Unknown,Healthy,Unknown,1,0,0,1,1,1,0,0.00,
3,1,0,0,Unknown,Unknown,0,1,0,0,1,1,0,0,0.00,
3,1,0,0,Unknown,Unknown,At risk,1,0,0,1,1,1,0,0.00,
3,1,0,0,Unknown,Unknown,Not at risk,1,0,0,1,1,1,0,0.00,
3,1,0,0,Unknown,Unknown,Unknown,1,0,0,1,1,1,0,0.00,
3,1,0,Mexican American,0,0,0,1,0,1,0,0,0,1347,20855795.1,2.04
3,1,0,Mexican American,0,0,At risk,1,0,1,0,0,1,434,7932117.28,5.36
3,1,0,Mexican American,0,0,Not at risk,1,0,1,0,0,1,913,12923677.9,0.00
3,1,0,Mexican American,0,0,Unknown,1,0,1,0,0,1,0,0.00,
3,1,0,Mexican American,0,Obese,0,1,0,1,0,1,0,628,11064675.2,3.84
3,1,0,Mexican American,0,Obese,At risk,1,0,1,0,1,1,434,7932117.28,5.36
3,1,0,Mexican American,0,Obese,Not at risk,1,0,1,0,1,1,194,3132557.97,0.00
3,1,0,Mexican American,0,Obese,Unknown,1,0,1,0,1,1,0,0.00,
3,1,0,Mexican American,0,Overwweight,0,1,0,1,0,1,0,140,2187357.06,0.00
3,1,0,Mexican American,0,Overwweight,At risk,1,0,1,0,1,1,0,0.00,
3,1,0,Mexican American,0,Overwweight,Not at risk,1,0,1,0,1,1,140,2187357.06,0.00
3,1,0,Mexican American,0,Overwweight,Unknown,1,0,1,0,1,1,0,0.00,
3,1,0,Mexican American,0,Healthy,0,1,0,1,0,1,0,579,7603762.83,0.00
3,1,0,Mexican American,0,Healthy,At risk,1,0,1,0,1,1,0,0.00,
3,1,0,Mexican American,0,Healthy,Not at risk,1,0,1,0,1,1,579,7603762.83,0.00
3,1,0,Mexican American,0,Healthy,Unknown,1,0,1,0,1,1,0,0.00,
3,1,0,Mexican American,0,Unknown,0,1,0,1,0,1,0,0,0.00,
3,1,0,Mexican American,0,Unknown,At risk,1,0,1,0,1,1,0,0.00,
3,1,0,Mexican American,0,Unknown,Not at risk,1,0,1,0,1,1,0,0.00,
3,1,0,Mexican American,0,Unknown,Unknown,1,0,1,0,1,1,0,0.00,
3,1,0,Mexican American,Male,0,0,1,0,1,1,0,0,612,10337217.6,1.96
3,1,0,Mexican American,Male,0,At risk,1,0,1,1,0,1,184,3806186.09,5.31
3,1,0,Mexican American,Male,0,Not at risk,1,0,1,1,0,1,428,6531031.48,0.00
3,1,0,Mexican American,Male,0,Unknown,1,0,1,1,0,1,0,0.00,
3,1,0,Mexican American,Male,Obese,0,1,0,1,1,1,0,280,5429851.55,3.72
3,1,0,Mexican American,Male,Obese,At risk,1,0,1,1,1,1,184,3806186.09,5.31
3,1,0,Mexican American,Male,Obese,Not at risk,1,0,1,1,1,1,96,1623665.46,0.00
3,1,0,Mexican American,Male,Obese,Unknown,1,0,1,1,1,1,0,0.00,
3,1,0,Mexican American,Male,Overwweight,0,1,0,1,1,1,0,72,1226302.49,0.00
3,1,0,Mexican American,Male,Overwweight,At risk,1,0,1,1,1,1,0,0.00,
3,1,0,Mexican American,Male,Overwweight,Not at risk,1,0,1,1,1,1,72,1226302.49,0.00
3,1,0,Mexican American,Male,Overwweight,Unknown,1,0,1,1,1,1,0,0.00,
3,1,0,Mexican American,Male,Healthy,0,1,0,1,1,1,0,260,3681063.52,0.00
3,1,0,Mexican American,Male,Healthy,At risk,1,0,1,1,1,1,0,0.00,
3,1,0,Mexican American,Male,Healthy,Not at risk,1,0,1,1,1,1,260,3681063.52,0.00
3,1,0,Mexican American,Male,Healthy,Unknown,1,0,1,1,1,1,0,0.00,
3,1,0,Mexican American,Male,Unknown,0,1,0,1,1,1,0,0,0.00,
3,1,0,Mexican American,Male,Unknown,At risk,1,0,1,1,1,1,0,0.00,
3,1,0,Mexican American,Male,Unknown,Not at risk,1,0,1,1,1,1,0,0.00,
3,1,0,Mexican American,Male,Unknown,Unknown,1,0,1,1,1,1,0,0.00,
3,1,0,Mexican American,Female,0,0,1,0,1,1,0,0,735,10518577.6,2.12
3,1,0,Mexican American,Female,0,At risk,1,0,1,1,0,1,250,4125931.19,5.41
3,1,0,Mexican American,Female,0,Not at risk,1,0,1,1,0,1,485,6392646.39,0.00
3,1,0,Mexican American,Female,0,Unknown,1,0,1,1,0,1,0,0.00,
3,1,0,Mexican American,Female,Obese,0,1,0,1,1,1,0,348,5634823.70,3.96
3,1,0,Mexican American,Female,Obese,At risk,1,0,1,1,1,1,250,4125931.19,5.41
3,1,0,Mexican American,Female,Obese,Not at risk,1,0,1,1,1,1,98,1508892.51,0.00
3,1,0,Mexican American,Female,Obese,Unknown,1,0,1,1,1,1,0,0.00,
3,1,0,Mexican American,Female,Overwweight,0,1,0,1,1,1,0,68,961054.57,0.00
3,1,0,Mexican American,Female,Overwweight,At risk,1,0,1,1,1,1,0,0.00,
3,1,0,Mexican American,Female,Overwweight,Not at risk,1,0,1,1,1,1,68,961054.57,0.00
3,1,0,Mexican American,Female,Overwweight,Unknown,1,0,1,1,1,1,0,0.00,
3,1,0,Mexican American,Female,Healthy,0,1,0,1,1,1,0,319,3922699.31,0.00
3,1,0,Mexican American,Female,Healthy,At risk,1,0,1,1,1,1,0,0.00,
3,1,0,Mexican American,Female,Healthy,Not at risk,1,0,1,1,1,1,319,3922699.31,0.00
3,1,0,Mexican American,Female,Healthy,Unknown,1,0,1,1,1,1,0,0.00,
3,1,0,Mexican American,Female,Unknown,0,1,0,1,1,1,0,0,0.00,
3,1,0,Mexican American,Female,Unknown,At risk,1,0,1,1,1,1,0,0.00,
3,1,0,Mexican American,Female,Unknown,Not at risk,1,0,1,1,1,1,0,0.00,
3,1,0,Mexican American,Female,Unknown,Unknown,1,0,1,1,1,1,0,0.00,
3,1,0,Mexican American,Other,0,0,1,0,1,1,0,0,0,0.00,
3,1,0,Mexican American,Other,0,At risk,1,0,1,1,0,1,0,0.00,
3,1,0,Mexican American,Other,0,Not at risk,1,0,1,1,0,1,0,0.00,
3,1,0,Mexican American,Other,0,Unknown,1,0,1,1,0,1,0,0.00,
3,1,0,Mexican American,Other,Obese,0,1,0,1,1,1,0,0,0.00,
3,1,0,Mexican American,Other,Obese,At risk,1,0,1,1,1,1,0,0.00,
3,1,0,Mexican American,Other,Obese,Not at risk,1,0,1,1,1,1,0,0.00,
3,1,0,Mexican American,Other,Obese,Unknown,1,0,1,1,1,1,0,0.00,
3,1,0,Mexican American,Other,Overwweight,0,1,0,1,1,1,0,0,0.00,
3,1,0,Mexican American,Other,Overwweight,At risk,1,0,1,1,1,1,0,0.00,
3,1,0,Mexican American,Other,Overwweight,Not at risk,1,0,1,1,1,1,0,0.00,
3,1,0,Mexican American,Other,Overwweight,Unknown,1,0,1,1,1,1,0,0.00,
3,1,0,Mexican American,Other,Healthy,0,1,0,1,1,1,0,0,0.00,
3,1,0,Mexican American,Other,Healthy,At risk,1,0,1,1,1,1,0,0.00,
3,1,0,Mexican American,Other,Healthy,Not at risk,1,0,1,1,1,1,0,0.00,
3,1,0,Mexican American,Other,Healthy,Unknown,1,0,1,1,1,1,0,0.00,
3,1,0,Mexican American,Other,Unknown,0,1,0,1,1,1,0,0,0.00,
3,1,0,Mexican American,Other,Unknown,At risk,1,0,1,1,1,1,0,0.00,
3,1,0,Mexican American,Other,Unknown,Not at risk,1,0,1,1,1,1,0,0.00,
3,1,0,Mexican American,Other,Unknown,Unknown,1,0,1,1,1,1,0,0.00,
3,1,0,Mexican American,Unknown,0,0,1,0,1,1,0,0,0,0.00,
3,1,0,Mexican American,Unknown,0,At risk,1,0,1,1,0,1,0,0.00,
3,1,0,Mexican American,Unknown,0,Not at risk,1,0,1,1,0,1,0,0.00,
3,1,0,Mexican American,Unknown,0,Unknown,1,0,1,1,0,1,0,0.00,
3,1,0,Mexican American,Unknown,Obese,0,1,0,1,1,1,0,0,0.00,
3,1,0,Mexican American,Unknown,Obese,At risk,1,0,1,1,1,1,0,0.00,
3,1,0,Mexican American,Unknown,Obese,Not at risk,1,0,1,1,1,1,0,0.00,
3,1,0,Mexican American,Unknown,Obese,Unknown,1,0,1,1,1,1,0,0.00,
3,1,0,Mexican American,Unknown,Overwweight,0,1,0,1,1,1,0,0,0.00,
3,1,0,Mexican American,Unknown,Overwweight,At risk,1,0,1,1,1,1,0,0.00,
3,1,0,Mexican American,Unknown,Overwweight,Not at risk,1,0,1,1,1,1,0,0.00,
3,1,0,Mexican American,Unknown,Overwweight,Unknown,1,0,1,1,1,1,0,0.00,
3,1,0,Mexican American,Unknown,Healthy,0,1,0,1,1,1,0,0,0.00,
3,1,0,Mexican American,Unknown,Healthy,At risk,1,0,1,1,1,1,0,0.00,
3,1,0,Mexican American,Unknown,Healthy,Not at risk,1,0,1,1,1,1,0,0.00,
3,1,0,Mexican American,Unknown,Healthy,Unknown,1,0,1,1,1,1,0,0.00,
3,1,0,Mexican American,Unknown,Unknown,0,1,0,1,1,1,0,0,0.00,
3,1,0,Mexican American,Unknown,Unknown,At risk,1,0,1,1,1,1,0,0.00,
3,1,0,Mexican American,Unknown,Unknown,Not at risk,1,0,1,1,1,1,0,0.00,
3,1,0,Mexican American,Unknown,Unknown,Unknown,1,0,1,1,1,1,0,0.00,
3,1,0,Other Hispanic,0,0,0,1,0,1,0,0,0,875,13407322.9,1.80
3,1,0,Other Hispanic,0,0,At risk,1,0,1,0,0,1,344,5830972.29,3.93
3,1,0,Other Hispanic,0,0,Not at risk,1,0,1,0,0,1,531,7576350.59,0.16
3,1,0,Other Hispanic,0,0,Unknown,1,0,1,0,0,1,0,0.00,
3,1,0,Other Hispanic,0,Obese,0,1,0,1,0,1,0,437,7287223.74,3.31
3,1,0,Other Hispanic,0,Obese,At risk,1,0,1,0,1,1,344,5830972.29,3.93
3,1,0,Other Hispanic,0,Obese,Not at risk,1,0,1,0,1,1,93,1456251.46,0.84
3,1,0,Other Hispanic,0,Obese,Unknown,1,0,1,0,1,1,0,0.00,
3,1,0,Other Hispanic,0,Overwweight,0,1,0,1,0,1,0,82,1319109.95,0.00
3,1,0,Other Hispanic,0,Overwweight,At risk,1,0,1,0,1,1,0,0.00,
3,1,0,Other Hispanic,0,Overwweight,Not at risk,1,0,1,0,1,1,82,1319109.95,0.00
3,1,0,Other Hispanic,0,Overwweight,Unknown,1,0,1,0,1,1,0,0.00,
3,1,0,Other Hispanic,0,Healthy,0,1,0,1,0,1,0,356,4800989.18,0.00
3,1,0,Other Hispanic,0,Healthy,At risk,1,0,1,0,1,1,0,0.00,
3,1,0,Other Hispanic,0,Healthy,Not at risk,1,0,1,0,1,1,356,4800989.18,0.00
3,1,0,Other Hispanic,0,Healthy,Unknown,1,0,1,0,1,1,0,0.00,
3,1,0,Other Hispanic,0,Unknown,0,1,0,1,0,1,0,0,0.00,
3,1,0,Other Hispanic,0,Unknown,At risk,1,0,1,0,1,1,0,0.00,
3,1,0,Other Hispanic,0,Unknown,Not at risk,1,0,1,0,1,1,0,0.00,
3,1,0,Other Hispanic,0,Unknown,Unknown,1,0,1,0,1,1,0,0.00,
3,1,0,Other Hispanic,Male,0,0,1,0,1,1,0,0,409,6869627.55,1.79
3,1,0,Other Hispanic,Male,0,At risk,1,0,1,1,0,1,157,3067550.10,4.00
3,1,0,Other Hispanic,Male,0,Not at risk,1,0,1,1,0,1,252,3802077.46,0.00
3,1,0,Other Hispanic,Male,0,Unknown,1,0,1,1,0,1,0,0.00,
3,1,0,Other Hispanic,Male,Obese,0,1,0,1,1,1,0,196,3702711.71,3.31
3,1,0,Other Hispanic,Male,Obese,At risk,1,0,1,1,1,1,157,3067550.10,4.00
3,1,0,Other Hispanic,Male,Obese,Not at risk,1,0,1,1,1,1,39,635161.61,0.00
3,1,0,Other Hispanic,Male,Obese,Unknown,1,0,1,1,1,1,0,0.00,
3,1,0,Other Hispanic,Male,Overwweight,0,1,0,1,1,1,0,39,653912.79,0.00
3,1,0,Other Hispanic,Male,Overwweight,At risk,1,0,1,1,1,1,0,0.00,
3,1,0,Other Hispanic,Male,Overwweight,Not at risk,1,0,1,1,1,1,39,653912.79,0.00
3,1,0,Other Hispanic,Male,Overwweight,Unknown,1,0,1,1,1,1,0,0.00,
3,1,0,Other Hispanic,Male,Healthy,0,1,0,1,1,1,0,174,2513003.05,0.00
3,1,0,Other Hispanic,Male,Healthy,At risk,1,0,1,1,1,1,0,0.00,
3,1,0,Other Hispanic,Male,Healthy,Not at risk,1,0,1,1,1,1,174,2513003.05,0.00
3,1,0,Other Hispanic,Male,Healthy,Unknown,1,0,1,1,1,1,0,0.00,
3,1,0,Other Hispanic,Male,Unknown,0,1,0,1,1,1,0,0,0.00,
3,1,0,Other Hispanic,Male,Unknown,At risk,1,0,1,1,1,1,0,0.00,
3,1,0,Other Hispanic,Male,Unknown,Not at risk,1,0,1,1,1,1,0,0.00,
3,1,0,Other Hispanic,Male,Unknown,Unknown,1,0,1,1,1,1,0,0.00,
3,1,0,Other Hispanic,Female,0,0,1,0,1,1,0,0,466,6537695.33,1.82
3,1,0,Other Hispanic,Female,0,At risk,1,0,1,1,0,1,187,2763422.19,3.86
3,1,0,Other Hispanic,Female,0,Not at risk,1,0,1,1,0,1,279,3774273.14,0.32
3,1,0,Other Hispanic,Female,0,Unknown,1,0,1,1,0,1,0,0.00,
3,1,0,Other Hispanic,Female,Obese,0,1,0,1,1,1,0,241,3584512.04,3.31
3,1,0,Other Hispanic,Female,Obese,At risk,1,0,1,1,1,1,187,2763422.19,3.86
3,1,0,Other Hispanic,Female,Obese,Not at risk,1,0,1,1,1,1,54,821089.85,1.49
3,1,0,Other Hispanic,Female,Obese,Unknown,1,0,1,1,1,1,0,0.00,
3,1,0,Other Hispanic,Female,Overwweight,0,1,0,1,1,1,0,43,665197.16,0.00
3,1,0,Other Hispanic,Female,Overwweight,At risk,1,0,1,1,1,1,0,0.00,
3,1,0,Other Hispanic,Female,Overwweight,Not at risk,1,0,1,1,1,1,43,665197.16,0.00
3,1,0,Other Hispanic,Female,Overwweight,Unknown,1,0,1,1,1,1,0,0.00,
3,1,0,Other Hispanic,Female,Healthy,0,1,0,1,1,1,0,182,2287986.13,0.00
3,1,0,Other Hispanic,Female,Healthy,At risk,1,0,1,1,1,1,0,0.00,
3,1,0,Other Hispanic,Female,Healthy,Not at risk,1,0,1,1,1,1,182,2287986.13,0.00
3,1,0,Other Hispanic,Female,Healthy,Unknown,1,0,1,1,1,1,0,0.00,
3,1,0,Other Hispanic,Female,Unknown,0,1,0,1,1,1,0,0,0.00,
3,1,0,Other Hispanic,Female,Unknown,At risk,1,0,1,1,1,1,0,0.00,
3,1,0,Other Hispanic,Female,Unknown,Not at risk,1,0,1,1,1,1,0,0.00,
3,1,0,Other Hispanic,Female,Unknown,Unknown,1,0,1,1,1,1,0,0.00,
3,1,0,Other Hispanic,Other,0,0,1,0,1,1,0,0,0,0.00,
3,1,0,Other Hispanic,Other,0,At risk,1,0,1,1,0,1,0,0.00,
3,1,0,Other Hispanic,Other,0,Not at risk,1,0,1,1,0,1,0,0.00,
3,1,0,Other Hispanic,Other,0,Unknown,1,0,1,1,0,1,0,0.00,
3,1,0,Other Hispanic,Other,Obese,0,1,0,1,1,1,0,0,0.00,
3,1,0,Other Hispanic,Other,Obese,At risk,1,0,1,1,1,1,0,0.00,
3,1,0,Other Hispanic,Other,Obese,Not at risk,1,0,1,1,1,1,0,0.00,
3,1,0,Other Hispanic,Other,Obese,Unknown,1,0,1,1,1,1,0,0.00,
3,1,0,Other Hispanic,Other,Overwweight,0,1,0,1,1,1,0,0,0.00,
3,1,0,Other Hispanic,Other,Overwweight,At risk,1,0,1,1,1,1,0,0.00,
3,1,0,Other Hispanic,Other,Overwweight,Not at risk,1,0,1,1,1,1,0,0.00,
3,1,0,Other Hispanic,Other,Overwweight,Unknown,1,0,1,1,1,1,0,0.00,
3,1,0,Other Hispanic,Other,Healthy,0,1,0,1,1,1,0,0,0.00,
3,1,0,Other Hispanic,Other,Healthy,At risk,1,0,1,1,1,1,0,0.00,
3,1,0,Other Hispanic,Other,Healthy,Not at risk,1,0,1,1,1,1,0,0.00,
3,1,0,Other Hispanic,Other,Healthy,Unknown,1,0,1,1,1,1,0,0.00,
3,1,0,Other Hispanic,Other,Unknown,0,1,0,1,1,1,0,0,0.00,
3,1,0,Other Hispanic,Other,Unknown,At risk,1,0,1,1,1,1,0,0.00,
3,1,0,Other Hispanic,Other,Unknown,Not at risk,1,0,1,1,1,1,0,0.00,
3,1,0,Other Hispanic,Other,Unknown,Unknown,1,0,1,1,1,1,0,0.00,
3,1,0,Other Hispanic,Unknown,0,0,1,0,1,1,0,0,0,0.00,
3,1,0,Other Hispanic,Unknown,0,At risk,1,0,1,1,0,1,0,0.00,
3,1,0,Other Hispanic,Unknown,0,Not at risk,1,0,1,1,0,1,0,0.00,
3,1,0,Other Hispanic,Unknown,0,Unknown,1,0,1,1,0,1,0,0.00,
3,1,0,Other Hispanic,Unknown,Obese,0,1,0,1,1,1,0,0,0.00,
3,1,0,Other Hispanic,Unknown,Obese,At risk,1,0,1,1,1,1,0,0.00,
3,1,0,Other Hispanic,Unknown,Obese,Not at risk,1,0,1,1,1,1,0,0.00,
3,1,0,Other Hispanic,Unknown,Obese,Unknown,1,0,1,1,1,1,0,0.00,
3,1,0,Other Hispanic,Unknown,Overwweight,0,1,0,1,1,1,0,0,0.00,
3,1,0,Other Hispanic,Unknown,Overwweight,At risk,1,0,1,1,1,1,0,0.00,
3,1,0,Other Hispanic,Unknown,Overwweight,Not at risk,1,0,1,1,1,1,0,0.00,
3,1,0,Other Hispanic,Unknown,Overwweight,Unknown,1,0,1,1,1,1,0,0.00,
3,1,0,Other Hispanic,Unknown,Healthy,0,1,0,1,1,1,0,0,0.00,
3,1,0,Other Hispanic,Unknown,Healthy,At risk,1,0,1,1,1,1,0,0.00,
3,1,0,Other Hispanic,Unknown,Healthy,Not at risk,1,0,1,1,1,1,0,0.00,
3,1,0,Other Hispanic,Unknown,Healthy,Unknown,1,0,1,1,1,1,0,0.00,
3,1,0,Other Hispanic,Unknown,Unknown,0,1,0,1,1,1,0,0,0.00,
3,1,0,Other Hispanic,Unknown,Unknown,At risk,1,0,1,1,1,1,0,0.00,
3,1,0,Other Hispanic,Unknown,Unknown,Not at risk,1,0,1,1,1,1,0,0.00,
3,1,0,Other Hispanic,Unknown,Unknown,Unknown,1,0,1,1,1,1,0,0.00,
3,1,0,Non-Hispanic White,0,0,0,1,0,1,0,0,0,1995,112065858,1.39
3,1,0,Non-Hispanic White,0,0,At risk,1,0,1,0,0,1,617,61037221.7,2.15
3,1,0,Non-Hispanic White,0,0,Not at risk,1,0,1,0,0,1,1378,51028636.6,0.49
3,1,0,Non-Hispanic White,0,0,Unknown,1,0,1,0,0,1,0,0.00,
3,1,0,Non-Hispanic White,0,Obese,0,1,0,1,0,1,0,896,73005819.8,2.00
3,1,0,Non-Hispanic White,0,Obese,At risk,1,0,1,0,1,1,617,61037221.7,2.15
3,1,0,Non-Hispanic White,0,Obese,Not at risk,1,0,1,0,1,1,279,11968598.1,1.25
3,1,0,Non-Hispanic White,0,Obese,Unknown,1,0,1,0,1,1,0,0.00,
3,1,0,Non-Hispanic White,0,Overwweight,0,1,0,1,0,1,0,198,9068190.59,1.08
3,1,0,Non-Hispanic White,0,Overwweight,At risk,1,0,1,0,1,1,0,0.00,
3,1,0,Non-Hispanic White,0,Overwweight,Not at risk,1,0,1,0,1,1,198,9068190.59,1.08
3,1,0,Non-Hispanic White,0,Overwweight,Unknown,1,0,1,0,1,1,0,0.00,
3,1,0,Non-Hispanic White,0,Healthy,0,1,0,1,0,1,0,901,29991847.9,0.00
3,1,0,Non-Hispanic White,0,Healthy,At risk,1,0,1,0,1,1,0,0.00,
