PROCNUM,TABLENO,DMAGE,DMRACE,DMGNDR,DMBMI,VARIABLE,_C1,_C2,_C3,_C4,NSUM,WSUM,PERCENT
3,1,0,Mexican American,Unknown,Obese,1,0,1,1,1,0,0.00,
3,1,0,Mexican American,Unknown,Overwweight,1,0,1,1,1,0,0.00,
3,1,0,Mexican American,Unknown,Healthy,1,0,1,1,1,0,0.00,
3,1,0,Mexican American,Unknown,Unknown,1,0,1,1,1,0,0.00,
3,1,0,Other Hispanic,0,0,1,0,1,0,0,1232,22351850.0,71.96
3,1,0,Other Hispanic,0,Obese,1,0,1,0,1,646,13020019.9,58.56
3,1,0,Other Hispanic,0,Overwweight,1,0,1,0,1,189,3624107.21,85.43
3,1,0,Other Hispanic,0,Healthy,1,0,1,0,1,397,5707722.91,93.96
3,1,0,Other Hispanic,0,Unknown,1,0,1,0,1,0,0.00,
3,1,0,Other Hispanic,Male,0,1,0,1,1,0,564,11149966.5,73.07
3,1,0,Other Hispanic,Male,Obese,1,0,1,1,1,299,6805254.68,60.80
3,1,0,Other Hispanic,Male,Overwweight,1,0,1,1,1,79,1555619.26,87.00
3,1,0,Other Hispanic,Male,Healthy,1,0,1,1,1,186,2789092.60,95.25
3,1,0,Other Hispanic,Male,Unknown,1,0,1,1,1,0,0.00,
3,1,0,Other Hispanic,Female,0,1,0,1,1,0,668,11201883.5,70.85
3,1,0,Other Hispanic,Female,Obese,1,0,1,1,1,347,6214765.23,56.11
3,1,0,Other Hispanic,Female,Overwweight,1,0,1,1,1,110,2068487.95,84.25
3,1,0,Other Hispanic,Female,Healthy,1,0,1,1,1,211,2918630.31,92.73
3,1,0,Other Hispanic,Female,Unknown,1,0,1,1,1,0,0.00,
3,1,0,Other Hispanic,Other,0,1,0,1,1,0,0,0.00,
3,1,0,Other Hispanic,Other,Obese,1,0,1,1,1,0,0.00,
3,1,0,Other Hispanic,Other,Overwweight,1,0,1,1,1,0,0.00,
3,1,0,Other Hispanic,Other,Healthy,1,0,1,1,1,0,0.00,
3,1,0,Other Hispanic,Other,Unknown,1,0,1,1,1,0,0.00,
3,1,0,Other Hispanic,Unknown,0,1,0,1,1,0,0,0.00,
3,1,0,Other Hispanic,Unknown,Obese,1,0,1,1,1,0,0.00,
3,1,0,Other Hispanic,Unknown,Overwweight,1,0,1,1,1,0,0.00,
3,1,0,Other Hispanic,Unknown,Healthy,1,0,1,1,1,0,0.00,
3,1,0,Other Hispanic,Unknown,Unknown,1,0,1,1,1,0,0.00,
3,1,0,Non-Hispanic White,0,0,1,0,1,0,0,2948,191867443,71.35
3,1,0,Non-Hispanic White,0,Obese,1,0,1,0,1,1389,111336517,59.41
3,1,0,Non-Hispanic White,0,Overwweight,1,0,1,0,1,542,40652732.4,81.12
3,1,0,Non-Hispanic White,0,Healthy,1,0,1,0,1,1017,39878193.8,94.69
3,1,0,Non-Hispanic White,0,Unknown,1,0,1,0,1,0,0.00,
3,1,0,Non-Hispanic White,Male,0,1,0,1,1,0,1524,94141569.7,72.14
3,1,0,Non-Hispanic White,Male,Obese,1,0,1,1,1,722,56346861.3,61.16
3,1,0,Non-Hispanic White,Male,Overwweight,1,0,1,1,1,266,18194107.1,81.16
3,1,0,Non-Hispanic White,Male,Healthy,1,0,1,1,1,536,19600601.3,95.32
3,1,0,Non-Hispanic White,Male,Unknown,1,0,1,1,1,0,0.00,
3,1,0,Non-Hispanic White,Female,0,1,0,1,1,0,1424,97725873.1,70.58
3,1,0,Non-Hispanic White,Female,Obese,1,0,1,1,1,667,54989655.3,57.62
3,1,0,Non-Hispanic White,Female,Overwweight,1,0,1,1,1,276,22458625.3,81.09
3,1,0,Non-Hispanic White,Female,Healthy,1,0,1,1,1,481,20277592.6,94.08
3,1,0,Non-Hispanic White,Female,Unknown,1,0,1,1,1,0,0.00,
3,1,0,Non-Hispanic White,Other,0,1,0,1,1,0,0,0.00,
3,1,0,Non-Hispanic White,Other,Obese,1,0,1,1,1,0,0.00,
3,1,0,Non-Hispanic White,Other,Overwweight,1,0,1,1,1,0,0.00,
3,1,0,Non-Hispanic White,Other,Healthy,1,0,1,1,1,0,0.00,
3,1,0,Non-Hispanic White,Other,Unknown,1,0,1,1,1,0,0.00,
3,1,0,Non-Hispanic White,Unknown,0,1,0,1,1,0,0,0.00,
3,1,0,Non-Hispanic White,Unknown,Obese,1,0,1,1,1,0,0.00,
3,1,0,Non-Hispanic White,Unknown,Overwweight,1,0,1,1,1,0,0.00,
3,1,0,Non-Hispanic White,Unknown,Healthy,1,0,1,1,1,0,0.00,
3,1,0,Non-Hispanic White,Unknown,Unknown,1,0,1,1,1,0,0.00,
3,1,0,Non-Hispanic Black,0,0,1,0,1,0,0,2052,37763319.5,62.33
3,1,0,Non-Hispanic Black,0,Obese,1,0,1,0,1,1015,21917549.9,45.64
3,1,0,Non-Hispanic Black,0,Overwweight,1,0,1,0,1,326,6680916.63,77.18
3,1,0,Non-Hispanic Black,0,Healthy,1,0,1,0,1,711,9164852.98,91.41
3,1,0,Non-Hispanic Black,0,Unknown,1,0,1,0,1,0,0.00,
3,1,0,Non-Hispanic Black,Male,0,1,0,1,1,0,979,17394785.4,62.02
3,1,0,Non-Hispanic Black,Male,Obese,1,0,1,1,1,449,9139960.90,44.07
3,1,0,Non-Hispanic Black,Male,Overwweight,1,0,1,1,1,173,3442048.60,70.22
3,1,0,Non-Hispanic Black,Male,Healthy,1,0,1,1,1,357,4812775.87,90.23
3,1,0,Non-Hispanic Black,Male,Unknown,1,0,1,1,1,0,0.00,
3,1,0,Non-Hispanic Black,Female,0,1,0,1,1,0,1073,20368534.1,62.60
3,1,0,Non-Hispanic Black,Female,Obese,1,0,1,1,1,566,12777589.0,46.77
3,1,0,Non-Hispanic Black,Female,Overwweight,1,0,1,1,1,153,3238868.03,84.56
3,1,0,Non-Hispanic Black,Female,Healthy,1,0,1,1,1,354,4352077.10,92.72
3,1,0,Non-Hispanic Black,Female,Unknown,1,0,1,1,1,0,0.00,
3,1,0,Non-Hispanic Black,Other,0,1,0,1,1,0,0,0.00,
3,1,0,Non-Hispanic Black,Other,Obese,1,0,1,1,1,0,0.00,
3,1,0,Non-Hispanic Black,Other,Overwweight,1,0,1,1,1,0,0.00,
3,1,0,Non-Hispanic Black,Other,Healthy,1,0,1,1,1,0,0.00,
3,1,0,Non-Hispanic Black,Other,Unknown,1,0,1,1,1,0,0.00,
3,1,0,Non-Hispanic Black,Unknown,0,1,0,1,1,0,0,0.00,
3,1,0,Non-Hispanic Black,Unknown,Obese,1,0,1,1,1,0,0.00,
3,1,0,Non-Hispanic Black,Unknown,Overwweight,1,0,1,1,1,0,0.00,
3,1,0,Non-Hispanic Black,Unknown,Healthy,1,0,1,1,1,0,0.00,
3,1,0,Non-Hispanic Black,Unknown,Unknown,1,0,1,1,1,0,0.00,
3,1,0,Non-Hispanic Asian,0,0,1,0,1,0,0,986,17641495.7,69.30
3,1,0,Non-Hispanic Asian,0,Obese,1,0,1,0,1,311,6294742.14,52.84
3,1,0,Non-Hispanic Asian,0,Overwweight,1,0,1,0,1,305,5905125.45,69.35
3,1,0,Non-Hispanic Asian,0,Healthy,1,0,1,0,1,370,5441628.15,88.30
3,1,0,Non-Hispanic Asian,0,Unknown,1,0,1,0,1,0,0.00,
3,1,0,Non-Hispanic Asian,Male,0,1,0,1,1,0,512,8481004.99,69.22
3,1,0,Non-Hispanic Asian,Male,Obese,1,0,1,1,1,171,3277426.50,55.04
3,1,0,Non-Hispanic Asian,Male,Overwweight,1,0,1,1,1,166,2973238.59,69.81
3,1,0,Non-Hispanic Asian,Male,Healthy,1,0,1,1,1,175,2230339.90,89.25
3,1,0,Non-Hispanic Asian,Male,Unknown,1,0,1,1,1,0,0.00,
3,1,0,Non-Hispanic Asian,Female,0,1,0,1,1,0,474,9160490.75,69.38
3,1,0,Non-Hispanic Asian,Female,Obese,1,0,1,1,1,140,3017315.64,50.45
3,1,0,Non-Hispanic Asian,Female,Overwweight,1,0,1,1,1,139,2931886.86,68.88
3,1,0,Non-Hispanic Asian,Female,Healthy,1,0,1,1,1,195,3211288.25,87.64
3,1,0,Non-Hispanic Asian,Female,Unknown,1,0,1,1,1,0,0.00,
3,1,0,Non-Hispanic Asian,Other,0,1,0,1,1,0,0,0.00,
3,1,0,Non-Hispanic Asian,Other,Obese,1,0,1,1,1,0,0.00,
3,1,0,Non-Hispanic Asian,Other,Overwweight,1,0,1,1,1,0,0.00,
3,1,0,Non-Hispanic Asian,Other,Healthy,1,0,1,1,1,0,0.00,
3,1,0,Non-Hispanic Asian,Other,Unknown,1,0,1,1,1,0,0.00,
3,1,0,Non-Hispanic Asian,Unknown,0,1,0,1,1,0,0,0.00,
3,1,0,Non-Hispanic Asian,Unknown,Obese,1,0,1,1,1,0,0.00,
3,1,0,Non-Hispanic Asian,Unknown,Overwweight,1,0,1,1,1,0,0.00,
3,1,0,Non-Hispanic Asian,Unknown,Healthy,1,0,1,1,1,0,0.00,
3,1,0,Non-Hispanic Asian,Unknown,Unknown,1,0,1,1,1,0,0.00,
3,1,0,Other Race Including Multi Racial,0,0,1,0,1,0,0,489,13458394.0,70.34
3,1,0,Other Race Including Multi Racial,0,Obese,1,0,1,0,1,182,7293008.92,54.31
3,1,0,Other Race Including Multi Racial,0,Overwweight,1,0,1,0,1,81,2531168.11,83.78
3,1,0,Other Race Including Multi Racial,0,Healthy,1,0,1,0,1,226,3634216.99,93.14
3,1,0,Other Race Including Multi Racial,0,Unknown,1,0,1,0,1,0,0.00,
3,1,0,Other Race Including Multi Racial,Male,0,1,0,1,1,0,246,6659304.97,72.06
3,1,0,Other Race Including Multi Racial,Male,Obese,1,0,1,1,1,88,3657073.09,56.19
3,1,0,Other Race Including Multi Racial,Male,Overwweight,1,0,1,1,1,47,1200335.00,92.19
3,1,0,Other Race Including Multi Racial,Male,Healthy,1,0,1,1,1,111,1801896.89,90.87
3,1,0,Other Race Including Multi Racial,Male,Unknown,1,0,1,1,1,0,0.00,
3,1,0,Other Race Including Multi Racial,Female,0,1,0,1,1,0,243,6799089.03,68.65
3,1,0,Other Race Including Multi Racial,Female,Obese,1,0,1,1,1,94,3635935.83,52.42
3,1,0,Other Race Including Multi Racial,Female,Overwweight,1,0,1,1,1,34,1330833.11,76.20
3,1,0,Other Race Including Multi Racial,Female,Healthy,1,0,1,1,1,115,1832320.10,95.37
3,1,0,Other Race Including Multi Racial,Female,Unknown,1,0,1,1,1,0,0.00,
3,1,0,Other Race Including Multi Racial,Other,0,1,0,1,1,0,0,0.00,
3,1,0,Other Race Including Multi Racial,Other,Obese,1,0,1,1,1,0,0.00,
3,1,0,Other Race Including Multi Racial,Other,Overwweight,1,0,1,1,1,0,0.00,
3,1,0,Other Race Including Multi Racial,Other,Healthy,1,0,1,1,1,0,0.00,
3,1,0,Other Race Including Multi Racial,Other,Unknown,1,0,1,1,1,0,0.00,
3,1,0,Other Race Including Multi Racial,Unknown,0,1,0,1,1,0,0,0.00,
3,1,0,Other Race Including Multi Racial,Unknown,Obese,1,0,1,1,1,0,0.00,
3,1,0,Other Race Including Multi Racial,Unknown,Overwweight,1,0,1,1,1,0,0.00,
3,1,0,Other Race Including Multi Racial,Unknown,Healthy,1,0,1,1,1,0,0.00,
3,1,0,Other Race Including Multi Racial,Unknown,Unknown,1,0,1,1,1,0,0.00,
3,1,0,Unknown,0,0,1,0,1,0,0,0,0.00,
3,1,0,Unknown,0,Obese,1,0,1,0,1,0,0.00,
3,1,0,Unknown,0,Overwweight,1,0,1,0,1,0,0.00,
3,1,0,Unknown,0,Healthy,1,0,1,0,1,0,0.00,
3,1,0,Unknown,0,Unknown,1,0,1,0,1,0,0.00,
3,1,0,Unknown,Male,0,1,0,1,1,0,0,0.00,
3,1,0,Unknown,Male,Obese,1,0,1,1,1,0,0.00,
3,1,0,Unknown,Male,Overwweight,1,0,1,1,1,0,0.00,
3,1,0,Unknown,Male,Healthy,1,0,1,1,1,0,0.00,
3,1,0,Unknown,Male,Unknown,1,0,1,1,1,0,0.00,
3,1,0,Unknown,Female,0,1,0,1,1,0,0,0.00,
3,1,0,Unknown,Female,Obese,1,0,1,1,1,0,0.00,
3,1,0,Unknown,Female,Overwweight,1,0,1,1,1,0,0.00,
3,1,0,Unknown,Female,Healthy,1,0,1,1,1,0,0.00,
3,1,0,Unknown,Female,Unknown,1,0,1,1,1,0,0.00,
3,1,0,Unknown,Other,0,1,0,1,1,0,0,0.00,
3,1,0,Unknown,Other,Obese,1,0,1,1,1,0,0.00,
3,1,0,Unknown,Other,Overwweight,1,0,1,1,1,0,0.00,
3,1,0,Unknown,Other,Healthy,1,0,1,1,1,0,0.00,
3,1,0,Unknown,Other,Unknown,1,0,1,1,1,0,0.00,
3,1,0,Unknown,Unknown,0,1,0,1,1,0,0,0.00,
3,1,0,Unknown,Unknown,Obese,1,0,1,1,1,0,0.00,
3,1,0,Unknown,Unknown,Overwweight,1,0,1,1,1,0,0.00,
3,1,0,Unknown,Unknown,Healthy,1,0,1,1,1,0,0.00,
3,1,0,Unknown,Unknown,Unknown,1,0,1,1,1,0,0.00,
3,1,Teen,0,0,0,1,1,0,0,0,1679,41621837.5,93.19
3,1,Teen,0,0,Obese,1,1,0,0,1,526,12573333.9,86.80
3,1,Teen,0,0,Overwweight,1,1,0,0,1,457,11568751.3,95.42
3,1,Teen,0,0,Healthy,1,1,0,0,1,696,17479752.3,96.30
3,1,Teen,0,0,Unknown,1,1,0,0,1,0,0.00,
3,1,Teen,0,Male,0,1,1,0,1,0,850,21208689.8,93.07
3,1,Teen,0,Male,Obese,1,1,0,1,1,240,5586763.64,87.64
3,1,Teen,0,Male,Overwweight,1,1,0,1,1,244,6131673.97,93.81
3,1,Teen,0,Male,Healthy,1,1,0,1,1,366,9490252.18,95.80
3,1,Teen,0,Male,Unknown,1,1,0,1,1,0,0.00,
3,1,Teen,0,Female,0,1,1,0,1,0,829,20413147.7,93.30
3,1,Teen,0,Female,Obese,1,1,0,1,1,286,6986570.21,86.13
3,1,Teen,0,Female,Overwweight,1,1,0,1,1,213,5437077.38,97.25
3,1,Teen,0,Female,Healthy,1,1,0,1,1,330,7989500.13,96.89
3,1,Teen,0,Female,Unknown,1,1,0,1,1,0,0.00,
3,1,Teen,0,Other,0,1,1,0,1,0,0,0.00,
3,1,Teen,0,Other,Obese,1,1,0,1,1,0,0.00,
3,1,Teen,0,Other,Overwweight,1,1,0,1,1,0,0.00,
3,1,Teen,0,Other,Healthy,1,1,0,1,1,0,0.00,
3,1,Teen,0,Other,Unknown,1,1,0,1,1,0,0.00,
3,1,Teen,0,Unknown,0,1,1,0,1,0,0,0.00,
3,1,Teen,0,Unknown,Obese,1,1,0,1,1,0,0.00,
3,1,Teen,0,Unknown,Overwweight,1,1,0,1,1,0,0.00,
3,1,Teen,0,Unknown,Healthy,1,1,0,1,1,0,0.00,
3,1,Teen,0,Unknown,Unknown,1,1,0,1,1,0,0.00,
3,1,Teen,Mexican American,0,0,1,1,1,0,0,362,5976758.95,92.05
3,1,Teen,Mexican American,0,Obese,1,1,1,0,1,155,2641112.89,85.74
3,1,Teen,Mexican American,0,Overwweight,1,1,1,0,1,94,1565088.67,96.50
3,1,Teen,Mexican American,0,Healthy,1,1,1,0,1,113,1770557.38,97.55
3,1,Teen,Mexican American,0,Unknown,1,1,1,0,1,0,0.00,
3,1,Teen,Mexican American,Male,0,1,1,1,1,0,171,3075856.41,93.85
3,1,Teen,Mexican American,Male,Obese,1,1,1,1,1,75,1358504.95,90.73
3,1,Teen,Mexican American,Male,Overwweight,1,1,1,1,1,53,958285.94,97.92
3,1,Teen,Mexican American,Male,Healthy,1,1,1,1,1,43,759065.51,94.29
3,1,Teen,Mexican American,Male,Unknown,1,1,1,1,1,0,0.00,
3,1,Teen,Mexican American,Female,0,1,1,1,1,0,191,2900902.54,90.15
3,1,Teen,Mexican American,Female,Obese,1,1,1,1,1,80,1282607.94,80.45
3,1,Teen,Mexican American,Female,Overwweight,1,1,1,1,1,41,606802.73,94.24
3,1,Teen,Mexican American,Female,Healthy,1,1,1,1,1,70,1011491.87,100.00
3,1,Teen,Mexican American,Female,Unknown,1,1,1,1,1,0,0.00,
3,1,Teen,Mexican American,Other,0,1,1,1,1,0,0,0.00,
3,1,Teen,Mexican American,Other,Obese,1,1,1,1,1,0,0.00,
3,1,Teen,Mexican American,Other,Overwweight,1,1,1,1,1,0,0.00,
3,1,Teen,Mexican American,Other,Healthy,1,1,1,1,1,0,0.00,
3,1,Teen,Mexican American,Other,Unknown,1,1,1,1,1,0,0.00,
3,1,Teen,Mexican American,Unknown,0,1,1,1,1,0,0,0.00,
3,1,Teen,Mexican American,Unknown,Obese,1,1,1,1,1,0,0.00,
3,1,Teen,Mexican American,Unknown,Overwweight,1,1,1,1,1,0,0.00,
3,1,Teen,Mexican American,Unknown,Healthy,1,1,1,1,1,0,0.00,
3,1,Teen,Mexican American,Unknown,Unknown,1,1,1,1,1,0,0.00,
3,1,Teen,Other Hispanic,0,0,1,1,1,0,0,204,3466196.69,92.46
3,1,Teen,Other Hispanic,0,Obese,1,1,1,0,1,65,1141870.07,83.65
3,1,Teen,Other Hispanic,0,Overwweight,1,1,1,0,1,56,957216.60,98.06
3,1,Teen,Other Hispanic,0,Healthy,1,1,1,0,1,83,1367110.01,95.89
3,1,Teen,Other Hispanic,0,Unknown,1,1,1,0,1,0,0.00,
3,1,Teen,Other Hispanic,Male,0,1,1,1,1,0,93,1706255.72,93.24
3,1,Teen,Other Hispanic,Male,Obese,1,1,1,1,1,29,526992.07,85.10
3,1,Teen,Other Hispanic,Male,Overwweight,1,1,1,1,1,28,490704.23,96.22
3,1,Teen,Other Hispanic,Male,Healthy,1,1,1,1,1,36,688559.42,97.35
3,1,Teen,Other Hispanic,Male,Unknown,1,1,1,1,1,0,0.00,
3,1,Teen,Other Hispanic,Female,0,1,1,1,1,0,111,1759940.97,91.70
3,1,Teen,Other Hispanic,Female,Obese,1,1,1,1,1,36,614878.00,82.41
3,1,Teen,Other Hispanic,Female,Overwweight,1,1,1,1,1,28,466512.37,100.00
3,1,Teen,Other Hispanic,Female,Healthy,1,1,1,1,1,47,678550.60,94.41
3,1,Teen,Other Hispanic,Female,Unknown,1,1,1,1,1,0,0.00,
3,1,Teen,Other Hispanic,Other,0,1,1,1,1,0,0,0.00,
3,1,Teen,Other Hispanic,Other,Obese,1,1,1,1,1,0,0.00,
3,1,Teen,Other Hispanic,Other,Overwweight,1,1,1,1,1,0,0.00,
3,1,Teen,Other Hispanic,Other,Healthy,1,1,1,1,1,0,0.00,
3,1,Teen,Other Hispanic,Other,Unknown,1,1,1,1,1,0,0.00,
3,1,Teen,Other Hispanic,Unknown,0,1,1,1,1,0,0,0.00,
3,1,Teen,Other Hispanic,Unknown,Obese,1,1,1,1,1,0,0.00,
3,1,Teen,Other Hispanic,Unknown,Overwweight,1,1,1,1,1,0,0.00,
3,1,Teen,Other Hispanic,Unknown,Healthy,1,1,1,1,1,0,0.00,
3,1,Teen,Other Hispanic,Unknown,Unknown,1,1,1,1,1,0,0.00,
3,1,Teen,Non-Hispanic White,0,0,1,1,1,0,0,459,22230498.5,96.50
3,1,Teen,Non-Hispanic White,0,Obese,1,1,1,0,1,111,5434082.76,95.37
3,1,Teen,Non-Hispanic White,0,Overwweight,1,1,1,0,1,130,6359335.38,96.05
3,1,Teen,Non-Hispanic White,0,Healthy,1,1,1,0,1,218,10437080.3,97.37
3,1,Teen,Non-Hispanic White,0,Unknown,1,1,1,0,1,0,0.00,
3,1,Teen,Non-Hispanic White,Male,0,1,1,1,1,0,241,11388618.9,95.60
3,1,Teen,Non-Hispanic White,Male,Obese,1,1,1,1,1,46,2143404.70,94.48
3,1,Teen,Non-Hispanic White,Male,Overwweight,1,1,1,1,1,69,3286967.61,93.51
3,1,Teen,Non-Hispanic White,Male,Healthy,1,1,1,1,1,126,5958246.58,97.16
3,1,Teen,Non-Hispanic White,Male,Unknown,1,1,1,1,1,0,0.00,
3,1,Teen,Non-Hispanic White,Female,0,1,1,1,1,0,218,10841879.6,97.44
3,1,Teen,Non-Hispanic White,Female,Obese,1,1,1,1,1,65,3290678.06,95.95
3,1,Teen,Non-Hispanic White,Female,Overwweight,1,1,1,1,1,61,3072367.77,98.76
3,1,Teen,Non-Hispanic White,Female,Healthy,1,1,1,1,1,92,4478833.77,97.64
3,1,Teen,Non-Hispanic White,Female,Unknown,1,1,1,1,1,0,0.00,
3,1,Teen,Non-Hispanic White,Other,0,1,1,1,1,0,0,0.00,
3,1,Teen,Non-Hispanic White,Other,Obese,1,1,1,1,1,0,0.00,
3,1,Teen,Non-Hispanic White,Other,Overwweight,1,1,1,1,1,0,0.00,
3,1,Teen,Non-Hispanic White,Other,Healthy,1,1,1,1,1,0,0.00,
3,1,Teen,Non-Hispanic White,Other,Unknown,1,1,1,1,1,0,0.00,
3,1,Teen,Non-Hispanic White,Unknown,0,1,1,1,1,0,0,0.00,
3,1,Teen,Non-Hispanic White,Unknown,Obese,1,1,1,1,1,0,0.00,
3,1,Teen,Non-Hispanic White,Unknown,Overwweight,1,1,1,1,1,0,0.00,
3,1,Teen,Non-Hispanic White,Unknown,Healthy,1,1,1,1,1,0,0.00,
3,1,Teen,Non-Hispanic White,Unknown,Unknown,1,1,1,1,1,0,0.00,
3,1,Teen,Non-Hispanic Black,0,0,1,1,1,0,0,378,5726857.51,81.24
3,1,Teen,Non-Hispanic Black,0,Obese,1,1,1,0,1,131,2084396.28,64.68
3,1,Teen,Non-Hispanic Black,0,Overwweight,1,1,1,0,1,102,1604156.54,90.98
3,1,Teen,Non-Hispanic Black,0,Healthy,1,1,1,0,1,145,2038304.69,90.52
3,1,Teen,Non-Hispanic Black,0,Unknown,1,1,1,0,1,0,0.00,
3,1,Teen,Non-Hispanic Black,Male,0,1,1,1,1,0,204,2897131.76,81.65
3,1,Teen,Non-Hispanic Black,Male,Obese,1,1,1,1,1,59,849242.13,62.15
3,1,Teen,Non-Hispanic Black,Male,Overwweight,1,1,1,1,1,52,804237.01,88.12
3,1,Teen,Non-Hispanic Black,Male,Healthy,1,1,1,1,1,93,1243652.62,90.79
3,1,Teen,Non-Hispanic Black,Male,Unknown,1,1,1,1,1,0,0.00,
3,1,Teen,Non-Hispanic Black,Female,0,1,1,1,1,0,174,2829725.74,80.82
3,1,Teen,Non-Hispanic Black,Female,Obese,1,1,1,1,1,72,1235154.15,66.43
3,1,Teen,Non-Hispanic Black,Female,Overwweight,1,1,1,1,1,50,799919.52,93.85
3,1,Teen,Non-Hispanic Black,Female,Healthy,1,1,1,1,1,52,794652.07,90.08
3,1,Teen,Non-Hispanic Black,Female,Unknown,1,1,1,1,1,0,0.00,
3,1,Teen,Non-Hispanic Black,Other,0,1,1,1,1,0,0,0.00,
3,1,Teen,Non-Hispanic Black,Other,Obese,1,1,1,1,1,0,0.00,
3,1,Teen,Non-Hispanic Black,Other,Overwweight,1,1,1,1,1,0,0.00,
3,1,Teen,Non-Hispanic Black,Other,Healthy,1,1,1,1,1,0,0.00,
3,1,Teen,Non-Hispanic Black,Other,Unknown,1,1,1,1,1,0,0.00,
3,1,Teen,Non-Hispanic Black,Unknown,0,1,1,1,1,0,0,0.00,
3,1,Teen,Non-Hispanic Black,Unknown,Obese,1,1,1,1,1,0,0.00,
3,1,Teen,Non-Hispanic Black,Unknown,Overwweight,1,1,1,1,1,0,0.00,
3,1,Teen,Non-Hispanic Black,Unknown,Healthy,1,1,1,1,1,0,0.00,
3,1,Teen,Non-Hispanic Black,Unknown,Unknown,1,1,1,1,1,0,0.00,
3,1,Teen,Non-Hispanic Asian,0,0,1,1,1,0,0,176,2143364.97,95.02
3,1,Teen,Non-Hispanic Asian,0,Obese,1,1,1,0,1,30,357912.38,90.12
3,1,Teen,Non-Hispanic Asian,0,Overwweight,1,1,1,0,1,45,540712.82,91.86
3,1,Teen,Non-Hispanic Asian,0,Healthy,1,1,1,0,1,101,1244739.76,97.80
3,1,Teen,Non-Hispanic Asian,0,Unknown,1,1,1,0,1,0,0.00,
3,1,Teen,Non-Hispanic Asian,Male,0,1,1,1,1,0,93,1071405.96,93.72
3,1,Teen,Non-Hispanic Asian,Male,Obese,1,1,1,1,1,14,155048.86,77.20
